posted,date,time,city,state,shape,duration,summary,images,img_link,lat,lng,population
10/08/22,01/16/21,18:47:00,Salt Lake City,UT,Oval,.2 seconds,I saw a random flying oval thing in the sky for barely any time,Yes,https://nuforc.org/webreports/reports/171/S171709.html,40.7776,-111.9311,1135344
10/08/22,02/23/20,16:55:00,McLean,VA,Disk,1 min pause to take pic,a cloud formation?,Yes,https://nuforc.org/webreports/reports/171/S171966.html,38.9436,-77.1943,49310
10/08/22,06/13/19,11:29:00,Frisco,CO,Triangle,,We were taking pictures and when I was going through the pictures found a dark triangle shape in clouds,Yes,https://nuforc.org/webreports/reports/171/S171930.html,39.5791,-106.0915,2952
09/09/22,09/07/22,08:10:00,Wappingers falls,NY,Cigar,3 minutes while deiving,Large cigar shaped object made up of 5 or 6 spheres,Yes,https://nuforc.org/webreports/reports/171/S171634.html,41.5984,-73.9181,6074
09/09/22,09/06/22,19:10:00,PRICE,UT,Rectangle,about two minutes,"UFO Sighting by two 5th graders - large square shape, erratic movements, in evening sky above Price Utah",Yes,https://nuforc.org/webreports/reports/171/S171637.html,39.604,-110.8003,8192
09/09/22,09/06/22,04:40:00,Santa Monica,CA,Circle,30 minutes,I took videos and photos of a ufo that was spinning and hovering with unusual lights that changed color and bursted,Yes,https://nuforc.org/webreports/reports/171/S171613.html,34.0235,-118.481,92828
09/09/22,09/06/22,04:40:00,Santa Monica,CA,Circle,30 minutes,I spinning craft that was hovering for a long time with unusual bursts of light and changing colors,Yes,https://nuforc.org/webreports/reports/171/S171617.html,34.0235,-118.481,92828
09/09/22,09/06/22,01:25:00,Irvine,CA,Light,minute or two,Big light in the sky changing colors.,Yes,https://nuforc.org/webreports/reports/171/S171623.html,33.6772,-117.7738,297868
09/09/22,09/05/22,05:13:00,Foley,AL,Rectangle,Two minutes,Non-moving rectangular row of lights,Yes,https://nuforc.org/webreports/reports/171/S171607.html,30.3983,-87.665,20170
09/09/22,09/04/22,22:24:00,Louisburg,NC,Other,About one minute,Kind of a V shape with a dull orange glow. It was very large and slowly moving.,Yes,https://nuforc.org/webreports/reports/171/S171582.html,36.0986,-78.3009,2952
09/09/22,09/04/22,22:18:00,Norfolk,VA,Other,2 minutes,"Saw an object in the sky with a white flowing glow around it move through the sky, at a fast, smooth rate and then disappear in the sky",Yes,https://nuforc.org/webreports/reports/171/S171595.html,36.8945,-76.259,238556
09/09/22,09/03/22,22:23:00,Chicago,IL,Light,A few seconds,What happened was I was watching TV then I see this bright light outside my house then I see a bright light just go fast,Yes,https://nuforc.org/webreports/reports/171/S171548.html,41.8375,-87.6866,8595181
09/09/22,09/03/22,20:31:00,Austin,TX,Circle,1,I am posting this story on behalf of a friend who actually witnessed this craft and after sending me a picture I am compelled to report,Yes,https://nuforc.org/webreports/reports/171/S171560.html,30.3005,-97.7522,1659251
09/09/22,09/02/22,21:00:00,Hedgesville,WV,Changing,10 minutes approximately,"Driving n see a orange ball flying 5 times fast as plane beside me in a field as if racing or chasing me, I pulled over and stopped.",Yes,https://nuforc.org/webreports/reports/171/S171543.html,39.5544,-77.9944,308
09/09/22,09/02/22,07:45:00,Lago Vista,TX,Circle,About 15-20 minutes,Bright like it was a planet but too light out to be a planet,Yes,https://nuforc.org/webreports/reports/171/S171553.html,30.4519,-97.9908,8769
09/09/22,09/02/22,03:00:00,Fairmount,IL,Triangle,Hours,V or triangle shoes craft 3 lights one in front larger/brighter,Yes,https://nuforc.org/webreports/reports/171/S171575.html,40.0456,-87.8293,631
09/09/22,09/01/22,20:37:00,Sierra Vista,AZ,Cylinder,approxamently 3 minutes,"2 craft super bright lights overcast night, turned into one craft",Yes,https://nuforc.org/webreports/reports/171/S171616.html,31.563,-110.3153,44944
09/09/22,09/01/22,18:22:00,Bluffton,IN,Sphere,About 5 minutes,Ball of light inside of a box,Yes,https://nuforc.org/webreports/reports/171/S171556.html,40.7424,-85.173,10548
09/09/22,08/31/22,22:59:00,Great falls,MT,Diamond,About 4 or 5 minutes,"It was kind of hard to see, but it was bright yellow and flashed red",Yes,https://nuforc.org/webreports/reports/171/S171513.html,47.5022,-111.2996,62112
09/09/22,08/31/22,21:16:00,Socorro,NM,Fireball,Ongoing ufos nightly,Flashing red lights in the distance turned off when I started recognizing & taking pics,Yes,https://nuforc.org/webreports/reports/171/S171526.html,34.0543,-106.9065,8553
09/09/22,08/31/22,21:05:00,Fredericksburg,TX,Unknown,10 minutes,Silent and Slow moving craft at very low altitude with several pulsing white lights and one red light,Yes,https://nuforc.org/webreports/reports/171/S171550.html,30.266,-98.8751,10864
09/09/22,08/31/22,19:24:00,Maricopa,AZ,Fireball,90 minutes,"Glowing orange orbs over Sonoran Desert (8/24, 8/25) and Maricopa city/South Mountain (8/31)",Yes,https://nuforc.org/webreports/reports/171/S171525.html,33.0408,-112.0011,57075
09/09/22,08/30/22,22:07:00,Missoula,MT,Star,15-30 minutes,"This was above the concert Chicago, others may have seen - hundreds were there",Yes,https://nuforc.org/webreports/reports/171/S171499.html,46.8751,-114.0214,92863
09/09/22,08/30/22,22:00:00,Stevensville,MT,Triangle,Brief,Daughter took an underexposed pictures and captured the object.,Yes,https://nuforc.org/webreports/reports/171/S171495.html,46.5111,-114.0788,1959
09/09/22,08/30/22,21:00:00,ajo,AZ,Rectangle,5 second x2,Rectangular orange flares 30 sec apart,Yes,https://nuforc.org/webreports/reports/171/S171504.html,32.3923,-112.8839,2944
09/09/22,08/30/22,08:51:00,Littleton,CO,Cylinder,1 min approx,"REPEAT Sighting this morning AGAIN of 'Tic Tac'-like object slowing strolling over Denver foothills, same as yesterday...",Yes,https://nuforc.org/webreports/reports/171/S171484.html,39.5915,-105.0188,45465
09/09/22,08/29/22,11:36:00,Aurora,CO,Cross,3 minutes,Sighting of 4 objects moving from the north to the southeast.,Yes,https://nuforc.org/webreports/reports/171/S171477.html,39.7083,-104.7237,383496
09/09/22,08/28/22,12:39:00,Austin,TX,Circle,8 to 17 minutes,Aerial Phenomenon at Austin Texas,Yes,https://nuforc.org/webreports/reports/171/S171458.html,30.3005,-97.7522,1659251
09/09/22,08/28/22,03:30:00,John Day,OR,Changing,1 1/2 hour then tired,"Observed UFO for 1 1/2 hours above my house in early mornin. Radical movement, varied lights, no sound, no beams, no landing, no trail.",Yes,https://nuforc.org/webreports/reports/171/S171107.html,44.4181,-118.9563,1773
09/09/22,08/28/22,01:50:00,Eagle Mountain,UT,Teardrop,10+ minutes,It was moving quickly but then just stopped as I noticed it? I started taking pics then recording. It was bright but then dimmed.,Yes,https://nuforc.org/webreports/reports/171/S171439.html,40.3137,-112.0114,42905
09/09/22,08/27/22,20:10:00,Klamath Falls,OR,Circle,Unknown,Saw at a railroad crossing. Got out to take sunset pictures and a photo of the train after a drive through the country.,Yes,https://nuforc.org/webreports/reports/171/S171435.html,42.2195,-121.7754,21710
09/09/22,08/27/22,09:14:00,Kalamazoo,MI,Sphere,a second,Photograph of a silver shape in the sky,Yes,https://nuforc.org/webreports/reports/171/S171546.html,42.2749,-85.5882,212033
09/09/22,08/26/22,20:48:00,Woodbourne,NY,Circle,One Minute,"The Orange lighted UFO in Woodbourne, New York State near Pine Bush, NY",Yes,https://nuforc.org/webreports/reports/171/S171408.html,41.761,-74.5978,507
09/09/22,08/26/22,19:29:00,Huntington Station,NY,Circle,unsure,Was just taking a pic w my cell phone of the cloud structures to the east. Did not see this when taking pic. Reviewed this after.,Yes,https://nuforc.org/webreports/reports/171/S171626.html,40.8446,-73.405,34050
09/09/22,08/26/22,16:28:00,Las Vegas,NV,Other,2 min,"Doughnut shaped, silver UFO",Yes,https://nuforc.org/webreports/reports/171/S171421.html,36.2333,-115.2654,2150373
09/09/22,08/24/22,23:30:00,Imperial,MO,Diamond,30 minutes,Object accelerated through the sky heading south then stopped and headed north and remained stationary. Object is still stationary,Yes,https://nuforc.org/webreports/reports/171/S171382.html,38.3673,-90.3705,5119
09/09/22,08/24/22,21:42:00,Fulton,MO,Light,Over 30 min,Over 30 minutes multiple ufos flying in multiple directions and turning in different directions,Yes,https://nuforc.org/webreports/reports/171/S171377.html,38.8551,-91.951,12691
09/09/22,08/24/22,20:40:00,Wilmington,OH,Unknown,A couple minutes,Amber looking lights almost triangular or oval. There was at first what I thought was 2 but it after zooming more like 5,Yes,https://nuforc.org/webreports/reports/171/S171376.html,39.4362,-83.8141,12523
09/09/22,08/24/22,18:51:00,Clearwater,FL,Rectangle,Not sure,Took picture of a rainbow looked at photo and the UFO APPEARED,Yes,https://nuforc.org/webreports/reports/171/S171391.html,27.979,-82.7623,116616
09/09/22,08/24/22,15:16:00,Columbus,OH,Orb,30 Minutes,ORB / UFO floating over our house for a half hour...,Yes,https://nuforc.org/webreports/reports/171/S171367.html,39.9862,-82.9855,1556848
09/09/22,08/24/22,14:22:00,Atlantic City,NJ,Unknown,A few seconds?,"When I attempted to enlarge the photo of the jet, I noticed the UFO Anomaly above the jet at about 11 oclock.",Yes,https://nuforc.org/webreports/reports/171/S171635.html,39.3797,-74.4527,236314
09/09/22,08/23/22,23:57:00,Idaho Falls,ID,Light,2-3 seconds,Two soft white lights moving at high velocity in perfect parallel with visible starlight between.,Yes,https://nuforc.org/webreports/reports/171/S171413.html,43.4871,-112.0362,101326
09/09/22,08/23/22,22:45:00,Scranton,PA,Diamond,30 seconds,I saw a floating white light that seemed to be hovering in the sky.,Yes,https://nuforc.org/webreports/reports/171/S171388.html,41.4044,-75.6649,376974
09/09/22,08/23/22,16:25:00,Portola,CA,Chevron,45 seconds,In the sky stayed for a minute. Saw it change directions and then disappeared,Yes,https://nuforc.org/webreports/reports/171/S171349.html,39.8241,-120.4733,2204
09/09/22,08/23/22,10:00:00,Spokane,WA,Sphere,+/-One hour,Shape shifting chrome spheres,Yes,https://nuforc.org/webreports/reports/171/S171344.html,47.6671,-117.433,440270
09/09/22,08/23/22,00:25:00,Detroit,MI,Light,Its still there,"Started as a possible bright star, but the sky is cloudy so it made me suspicious. Then I saw a bright light with 2 90deg angle lights",Yes,https://nuforc.org/webreports/reports/171/S171334.html,42.3834,-83.1024,3522856
09/09/22,08/20/22,22:00:00,Richland,WA,Changing,1 minute,"Near Hanford, cigar shape turned into single light, then left when trying to take a picture",Yes,https://nuforc.org/webreports/reports/171/S171310.html,46.2824,-119.2939,59718
09/09/22,08/20/22,03:45:00,Chico,CA,Changing,Approx 3hrs or more,I was looking at an object changing shape and color and moving oddly,Yes,https://nuforc.org/webreports/reports/171/S171571.html,39.7578,-121.8161,112132
09/09/22,08/20/22,03:40:00,Chico,CA,Changing,Over an hour,The object was changing shapes and color,Yes,https://nuforc.org/webreports/reports/171/S171275.html,39.7578,-121.8161,112132
09/09/22,08/19/22,22:50:00,Oak Harbor,WA,Formation,2 minutes,"Appeared like comet, then the long string of 25-30 lights silently glided directly over head. Disappeared, travelled 50 miles in 1 min",Yes,https://nuforc.org/webreports/reports/171/S171277.html,48.2964,-122.6333,24267
09/09/22,08/19/22,21:40:00,Berlin,NH,Other,5 minutes,Lights moving toward us,Yes,https://nuforc.org/webreports/reports/171/S171260.html,44.4869,-71.2599,9710
09/09/22,08/19/22,02:30:00,Gatlinburg,TN,Other,20 minutea,I saw a T shaped cloud in the sky but it was isolated and not moving and it was brighter then the other clouds on the sky.,Yes,https://nuforc.org/webreports/reports/171/S171222.html,35.725,-83.4938,3684
09/09/22,08/18/22,22:13:00,Hendersonville,TN,Other,30-35 seconds,Something in the sky but not far high in the sky,Yes,https://nuforc.org/webreports/reports/171/S171217.html,36.3063,-86.5997,60628
09/09/22,08/17/22,07:30:00,Wallace,NC,Diamond,10 seconds,It was very high up and diamond shaped.,Yes,https://nuforc.org/webreports/reports/171/S171357.html,34.738,-77.9908,3401
09/09/22,08/16/22,21:32:00,Dateland,AZ,Light,33 minutes,We seen up to 7 oval lights in the sky,Yes,https://nuforc.org/webreports/reports/171/S171371.html,32.8209,-113.5418,276
09/09/22,08/14/22,20:18:00,Corvallis,OR,Oval,2 minutes,White object moved slowly through sky with no smoke or noise.,Yes,https://nuforc.org/webreports/reports/171/S171125.html,44.5698,-123.2779,66090
09/09/22,08/13/22,16:25:00,Wenonah,NJ,Sphere,20 min,White shiny sphere hovering then traveling very slowly from N to S then 90 degree turn east. Possibly two tone black/wht.,Yes,https://nuforc.org/webreports/reports/171/S171092.html,39.7913,-75.1486,2269
09/09/22,08/13/22,14:48:00,Hot Springs,AR,Changing,90 seconds,Reflective sphere that morphs to looking like a square moving accross a mountian ridge then dips into a valley blending into the trees,Yes,https://nuforc.org/webreports/reports/171/S171199.html,34.4892,-93.0501,38050
09/09/22,08/12/22,22:30:00,Centreville,MD,Circle,5 + minutes,Pulsating and moving light that changed colors,Yes,https://nuforc.org/webreports/reports/171/S171205.html,39.042,-76.063,4640
09/09/22,08/12/22,21:54:00,Clinton,IL,Cylinder,,Spiral light flashing in the sky,Yes,https://nuforc.org/webreports/reports/171/S171103.html,40.1468,-88.9633,7016
09/09/22,08/11/22,22:08:00,Lebanon,OR,Triangle,Four minutes,A stationary or slow moving object either dimly lit or illuminated by the moon.,Yes,https://nuforc.org/webreports/reports/171/S171094.html,44.5317,-122.9071,18150
09/09/22,08/11/22,20:15:00,AFTON,VA,Oval,3 camera shots,"Capturing cloud pics on iPhone in eve at 2015, 2016 and 2020 AFTON Va",Yes,https://nuforc.org/webreports/reports/171/S171165.html,38.0266,-78.8357,344
09/09/22,08/10/22,23:15:00,Huntington Beach,CA,Unknown,10 minutes,Slow moving and looked like it was floating and on fire. Saw it first at roof height. saw it last at about 1000ft or higher.,Yes,https://nuforc.org/webreports/reports/171/S171050.html,33.696,-118.0018,198735
09/09/22,08/10/22,22:00:00,Lacey,WA,Circle,30 min,Fiery red egg shaped object rose above tree line and maneuvered up and down for 30 seconds,Yes,https://nuforc.org/webreports/reports/171/S171072.html,47.0462,-122.7933,52572
09/09/22,08/10/22,20:50:00,Norcross,GA,Oval,15 Seconds,I was driving home and was able to get a quick picture of this object.,Yes,https://nuforc.org/webreports/reports/171/S171068.html,33.9379,-84.2065,17413
09/09/22,08/10/22,19:31:00,Sierra Madre,CA,Chevron,30 seconds,Was taking photo of strange cloud formation over the moon. First picture shows,Yes,https://nuforc.org/webreports/reports/171/S171047.html,34.1687,-118.0504,11253
09/09/22,08/09/22,22:45:00,Oshkosh,WI,Cone,10 minutes ar Least,In eastern sky noticed randomly moving bright object so I went in and got phone to take pics and videos.,Yes,https://nuforc.org/webreports/reports/171/S171076.html,44.0227,-88.5619,74737
09/09/22,08/09/22,22:10:00,Orlando,FL,Triangle,5min,"Coming home from WDW, we observed a hovering object",Yes,https://nuforc.org/webreports/reports/171/S171043.html,28.4773,-81.337,1927699
09/09/22,08/08/22,22:30:00,Chicago,IL,Sphere,2 hours,Three orangish warm light emanating hovering in the southwest. They would descend until out of sight and some would come back.,Yes,https://nuforc.org/webreports/reports/171/S171021.html,41.8375,-87.6866,8595181
09/09/22,08/08/22,22:15:00,Chicago,IL,Light,90 minutes,Downtown Chicago 3 bright lights hovering in night sky,Yes,https://nuforc.org/webreports/reports/171/S171023.html,41.8375,-87.6866,8595181
09/09/22,08/08/22,17:49:00,Firestone,CO,Formation,1 minute,Saw two white spaceships come together and went from white to invisible. Saw another spaceship above them,Yes,https://nuforc.org/webreports/reports/171/S171016.html,40.1565,-104.9494,15949
09/09/22,08/08/22,13:17:00,Great Falls,MT,Circle,1 minute,Two floating objects were observed for about 1 minute. Flying in alignment and tandem. Faded off to the west.,Yes,https://nuforc.org/webreports/reports/171/S171160.html,47.5022,-111.2996,62112
09/09/22,08/08/22,12:40:00,Harrisburg,PA,Triangle,Still on sky,"Circle light, triangle lights came out around it. It went away(up) barely visible , then disappeared and the came back.",Yes,https://nuforc.org/webreports/reports/170/S170998.html,40.2752,-76.8843,472261
09/09/22,08/08/22,08:50:00,Salt lake city,UT,Teardrop,5 minutes,Saw a unidentified object moving silently through the sky above tree level.,Yes,https://nuforc.org/webreports/reports/170/S170987.html,40.7776,-111.9311,1135344
09/09/22,08/07/22,01:00:00,Tacoma,WA,Circle,3-4 hrs,A cluster of blue- white lights descending slowly into forest,Yes,https://nuforc.org/webreports/reports/170/S170937.html,47.2431,-122.4531,217332
09/09/22,08/06/22,20:09:00,Littleton,CO,Cylinder,Approx 11-15 sec,No sound or lights,Yes,https://nuforc.org/webreports/reports/170/S170955.html,39.5915,-105.0188,45465
09/09/22,08/06/22,06:21:00,High Springs,FL,Cross,40+ minutes,"Saw a cross-shaped ball of light moving very, very slowly and steadily straight upwards in the east.",Yes,https://nuforc.org/webreports/reports/170/S170972.html,29.807,-82.5955,6216
09/09/22,08/06/22,05:23:00,Garden City,SC,Orb,14:03,Luminous orbs in night sky over beach area,Yes,https://nuforc.org/webreports/reports/171/S171429.html,33.5926,-79.0071,10600
09/09/22,08/05/22,00:30:00,Pocatello,ID,Sphere,1-2 seconds,Bright green sphere seen before flying into clouds.,Yes,https://nuforc.org/webreports/reports/170/S170981.html,42.8724,-112.4647,74359
09/09/22,08/04/22,13:09:00,Grand Haven,MI,Cylinder,Less than a minute,Noticed the object in the NE it traveled west .,Yes,https://nuforc.org/webreports/reports/170/S170911.html,43.0553,-86.2201,10935
09/09/22,08/03/22,22:45:00,Linden,TN,Orb,Hours,"Lighted craft, moves like a drone usually, changes color, and brightness, emits no sound, darts at extreme speed occasionally, etc.",Yes,https://nuforc.org/webreports/reports/170/S170913.html,35.6123,-87.8429,1271
09/09/22,08/03/22,05:00:00,Newberg,OR,Orb,10 mins,Glowing hovering Oregon light,Yes,https://nuforc.org/webreports/reports/170/S170907.html,45.3075,-122.9601,25108
09/09/22,08/03/22,00:07:00,Plover,WI,Circle,About an hour,Two dark circles above the clouds hovered in the same spot for an hour,Yes,https://nuforc.org/webreports/reports/170/S170870.html,44.4615,-89.5382,13435
09/09/22,08/02/22,20:25:00,Grantsville,UT,Teardrop,1 Hour ~,Upside down tear drop in the sky West of Tooele valley. (likely balloon),Yes,https://nuforc.org/webreports/reports/170/S170882.html,40.6148,-112.4777,12331
09/09/22,08/02/22,12:45:00,Okemos,MI,Changing,About 8 mins,It would move quickly from side to side,Yes,https://nuforc.org/webreports/reports/170/S170871.html,42.7057,-84.4135,25179
09/09/22,07/31/22,21:59:00,West Lafayette,OH,Light,4 minutes,Bright circle light moving through sky.,Yes,https://nuforc.org/webreports/reports/170/S170886.html,40.276,-81.7518,2638
09/09/22,07/31/22,21:45:00,Burr Ridge,IL,Other,,"Strange red, blue and black craft in the sky and green light below it just above the tree line",Yes,https://nuforc.org/webreports/reports/170/S170856.html,41.7485,-87.92,11167
09/09/22,07/31/22,20:30:00,Eddyville,KY,Changing,1minute or more,"3 craft were flying. 2 disappeared 1 hovered, made 90 degree turn, then became an oval balloon looking craft, then disappeared",Yes,https://nuforc.org/webreports/reports/170/S170808.html,37.0759,-88.077,2618
09/09/22,07/31/22,17:00:00,Tacoma,WA,Orb,25 min,Multiple bright lights,Yes,https://nuforc.org/webreports/reports/170/S170794.html,47.2431,-122.4531,217332
09/09/22,07/31/22,06:30:00,Burnet,TX,Circle,5 minutes,Took 3 photos . It changed shape progressively,Yes,https://nuforc.org/webreports/reports/170/S170805.html,30.7496,-98.2383,6403
09/09/22,07/31/22,02:00:00,Naples,FL,Rectangle,At least 30 min,Bright white light looks square,Yes,https://nuforc.org/webreports/reports/170/S170827.html,26.1504,-81.7936,19187
09/09/22,07/30/22,19:28:00,Newark,NJ,Orb,10 minutes,25-30 white orbs coming from behind a cloud over Newark and slowly vanishing,Yes,https://nuforc.org/webreports/reports/170/S170814.html,40.7245,-74.1725,306247
09/09/22,07/30/22,17:00:00,Hicksville,NY,Other,At least 1hr,Black orb,Yes,https://nuforc.org/webreports/reports/170/S170824.html,40.7637,-73.5245,43107
09/09/22,07/29/22,19:35:00,Bath,NC,Other,Ten minutes,"Black vertical pole, grey conical pole and a y shape coming down out of a dense cloud covering, over the river in front of our house",Yes,https://nuforc.org/webreports/reports/170/S170810.html,35.4702,-76.8119,200
09/09/22,07/29/22,04:50:00,Mobile,AL,Orb,45 min,Shape shifting white star like orb appears and splits into 2 orbs.,Yes,https://nuforc.org/webreports/reports/170/S170798.html,30.6782,-88.1162,322079
09/09/22,07/29/22,01:55:00,Woonsocket,RI,Disk,Unaware of duration,Around 1:50 am about 20 minutes after falling asleep I remember waking up but suffering paralysis and experiencing contact with ship,Yes,https://nuforc.org/webreports/reports/170/S170801.html,42.001,-71.4993,43044
09/09/22,07/28/22,21:00:00,Madison,WI,Unknown,9:00 PM- 12:30 AM,"Was outside for approx 3.5 hrs and saw an object flashing red/green and later white moving slow,fast,up/down,left to right and visversa",Yes,https://nuforc.org/webreports/reports/170/S170777.html,43.0822,-89.393,461778
09/09/22,07/27/22,21:00:00,Bunker Hill,KS,Light,Current/ last 15 min,Driving west on hwy70 and have had a bright white rectangle hovering in same spot in sky for extended time. Clearly not a celestial bod,Yes,https://nuforc.org/webreports/reports/170/S170710.html,38.8753,-98.6989,104
09/09/22,07/26/22,22:50:00,Greenwood,DE,Other,1 minute,HUGE unkn aircraft passed/glided directly overtop our vehicle. Moved slow /made NO sound until right overtop - unkn engine noise,Yes,https://nuforc.org/webreports/reports/170/S170711.html,38.8072,-75.59,1459
09/09/22,07/24/22,21:53:00,Orland Park,IL,Orb,More than 4 minutes,I saw 4 circular orbs that were orange and they were very small,Yes,https://nuforc.org/webreports/reports/170/S170693.html,41.6075,-87.8619,58622
09/09/22,07/24/22,20:13:00,Salisbury,MD,Cigar,,Stepped out to smoke saw craft caught my eye then noticed over 20 of them.,Yes,https://nuforc.org/webreports/reports/170/S170632.html,38.3756,-75.5865,108982
09/09/22,07/23/22,23:17:00,Abilene,TX,Formation,1 minute,Cluster of lights with one seperated,Yes,https://nuforc.org/webreports/reports/170/S170652.html,32.4543,-99.7384,125474
09/09/22,07/23/22,21:37:00,Point pleasant,NJ,Changing,5 hours still there,All four times I have worked at this beach I have 30 videos,Yes,https://nuforc.org/webreports/reports/170/S170655.html,40.0772,-74.0702,18839
09/09/22,07/23/22,21:10:00,Salisbury,MD,Circle,Approximately 5 minutes,Bright orange ball of light moving slow in the sky,Yes,https://nuforc.org/webreports/reports/170/S170866.html,38.3756,-75.5865,108982
09/09/22,07/23/22,13:54:00,Milwaukee,WI,Other,Short video clip,US Air Show with Jets - Video shows something Exiting Stage Left Quickly,Yes,https://nuforc.org/webreports/reports/170/S170644.html,43.0642,-87.9675,1340981
09/09/22,07/23/22,04:00:00,philadelphia,PA,Circle,an hours or so,The craft has green lights blinking in a circular pattern for a few moments. Craft moved to the NW direction lights flashing.,Yes,https://nuforc.org/webreports/reports/170/S170691.html,40.0077,-75.1339,5512873
09/09/22,07/22/22,23:04:00,klamath falls,OR,Cigar,30 seconds,"I went out back, looked up seen the train of lights, had my son record it.",Yes,https://nuforc.org/webreports/reports/170/S170668.html,42.2195,-121.7754,21710
09/09/22,07/22/22,23:00:00,Many,LA,Cylinder,30 to 40 seconds,Seen a this figure in the sky not moving then slowly faded away.,Yes,https://nuforc.org/webreports/reports/170/S170606.html,31.566,-93.4773,2337
09/09/22,07/22/22,22:55:00,Plymouth,MN,Cigar,3 minutes,It flew across the sky in front of us for about 2 minutes then disappeared. Very slim. Low flying.,Yes,https://nuforc.org/webreports/reports/170/S170571.html,45.0225,-93.4617,80034
09/09/22,07/22/22,22:35:00,Bend,OR,Disk,A few minutes,It was bright and round ish,Yes,https://nuforc.org/webreports/reports/170/S170568.html,44.0563,-121.3095,109224
09/09/22,07/22/22,22:25:00,Oakland,CA,Cigar,Around 1-2 minutes,Some friends and I were chilling in the mountains when we looked in the sky and seen a solid beam of lights. It seemed to be rotating.,Yes,https://nuforc.org/webreports/reports/170/S170607.html,37.7904,-122.2166,437548
09/09/22,07/22/22,22:25:00,STOCKBRIDGE,MI,Other,60 seconds,Linear formation of multiple white lights moving in unison evenly spaced viewed in the sky overhead,Yes,https://nuforc.org/webreports/reports/170/S170612.html,42.4483,-84.1757,1278
09/09/22,07/22/22,22:00:00,Boulder,CO,Rectangle,30 seconds,Bright white perimeter of elongated rectangle with evenly spaced circular lights in middle,Yes,https://nuforc.org/webreports/reports/170/S170627.html,40.0248,-105.2524,120818
09/09/22,07/22/22,21:55:00,Cottonwood Heights,UT,Cigar,About 20 seconds,"At home in backyard, huddled in rows of 3 with lines about 20 long",Yes,https://nuforc.org/webreports/reports/170/S170569.html,40.6137,-111.8144,33597
09/09/22,07/22/22,21:54:00,Silverthorne,CO,Cigar,1 minute,Lighted object seen moving north to south,Yes,https://nuforc.org/webreports/reports/170/S170753.html,39.6562,-106.0869,4520
09/09/22,07/22/22,20:03:00,Huntsville,TX,Orb,One minute,From my back porch I was taking photos of the sunset and saw the green orb. It moved upward and went behind the clouds.,Yes,https://nuforc.org/webreports/reports/170/S170713.html,30.7009,-95.5567,45446
09/09/22,07/21/22,23:00:00,Pottstown,PA,Light,30 min,Many UAP sitting in the sky. String of lights not moving. V shape lights not moving. Other moving craft with bright under lights.,Yes,https://nuforc.org/webreports/reports/170/S170594.html,40.2508,-75.6445,115413
09/09/22,07/21/22,00:15:00,Oceanside,CA,Chevron,20 seconds,Dark Blue Darting Chevron shape,Yes,https://nuforc.org/webreports/reports/170/S170660.html,33.2247,-117.3083,174461
09/09/22,07/20/22,23:15:00,Lakewood,WA,Sphere,10 sec,Sphere followed/escorted by helicopter,Yes,https://nuforc.org/webreports/reports/170/S170560.html,47.1628,-122.5299,62972
09/09/22,07/19/22,19:39:00,Cedarhurst,NY,Unknown,fast but got a photo,Something flew fast and I took a picture and caught it.,Yes,https://nuforc.org/webreports/reports/170/S170899.html,40.6252,-73.7278,7290
09/09/22,07/19/22,16:57:00,Port St. Lucie,FL,Diamond,1 hour,"Three semi-metallic, diamond shaped craft.",Yes,https://nuforc.org/webreports/reports/170/S170718.html,27.2796,-80.3884,468979
09/09/22,07/19/22,02:27:00,Los Angeles,CA,Unknown,2-6 minutes,My friend saw something near the moon and I thought she was lying until I actually looked up.,Yes,https://nuforc.org/webreports/reports/170/S170797.html,34.1141,-118.4068,12121244
09/09/22,07/17/22,22:00:00,Clayton,NC,Rectangle,1 minute,"Object sighted in sky relatively low, appeared to be a white bright translucent light moving from left to right",Yes,https://nuforc.org/webreports/reports/170/S170501.html,35.659,-78.4498,25486
09/09/22,07/17/22,00:55:00,chaska,MN,Circle,10mins+,Stationary lights in the clouds,Yes,https://nuforc.org/webreports/reports/170/S170664.html,44.8164,-93.6091,27461
09/09/22,07/16/22,23:00:00,Athens,GA,Chevron,Several hours every night,Chevron shaped and V shaped more than 1 and different sizes,Yes,https://nuforc.org/webreports/reports/170/S170485.html,33.9508,-83.3689,142277
09/09/22,07/16/22,16:51:00,Matawan,NJ,Unknown,30 seconds - minute,At 4:51 pm I saw 3 black objects moving from south to north,Yes,https://nuforc.org/webreports/reports/170/S170486.html,40.4127,-74.2365,9486
09/09/22,07/16/22,12:57:00,Laramie,WY,Sphere,Sense sunset the 15th,Saw a bright object at sunset above clouds that looked balloon shaped with binoculars.,Yes,https://nuforc.org/webreports/reports/170/S170465.html,41.3099,-105.6085,31501
09/09/22,07/16/22,02:50:00,Katy,TX,Fireball,1 minute,Orange fireball seen moving upward from low position then drifting off into the air. Video evidence.,Yes,https://nuforc.org/webreports/reports/170/S170488.html,29.7905,-95.8353,21926
09/09/22,07/15/22,19:15:00,Ruskin,FL,Orb,2-3 minutes,"Brightly lit object stationary in the sky for 2-3 minutes, during recording my camera failed and shut off",Yes,https://nuforc.org/webreports/reports/170/S170564.html,27.7065,-82.4209,26536
09/09/22,07/15/22,14:20:00,Columbus,OH,Other,Few minutes,Craft was in the shape of a ring. My son called it Sonics ring.,Yes,https://nuforc.org/webreports/reports/170/S170639.html,39.9862,-82.9855,1556848
